zone,zone_new,farming_system,aez,year,season_year,hhid,plotid,subplotid,subplotsize_ha,subplot_own,subplot_manager,plotdist_min,crop,gyga_cz,gyga_gdd,gyga_tseas,seed_kgha,variety,gyga_ai,gyga_av_water,soil_depth,soil_slope,waterlogging_yn,drought_yn,soilwatercons_yn,oxplough_freq,oxplough_freq_cat,soil_fertility,nfert_kgha,pfert_kgha,manure_yn,residues_yn,previous_crop,herb_lha,handweeding_persdayha,weeding_freq,weeding_freq_cat,pesticide_yn,disease_incidence_yn,pest_incidence_yn,yield_tha
ARSI,ARSI,1. Maize mixed farming system,SM2,2009,Meher_2009,885,2,1,0.5,Owned,Both,5,Wheat_br,6401,6041.03,908,,Tusie,7663.37,8,Deep,Flat,No,No,No,6,>Five,Medium,20.65,10.0372,No,No,Cereal,0.36,15,2,Two,Yes,No,Yes,2.4
ARSI,ARSI,6. Highland mixed farming system,H3,2009,Meher_2009,1230,5,1,0.25,Owned,Both,15,Wheat_br,6401,4902.93,747,208,MadaWolabu,8479.19,9,Deep,Flat,No,No,No,4,Four,Medium,32.3,10.0372,No,,Cereal,0.8,16,2,Two,No,No,No,5.2
ARSI,ARSI,6. Highland mixed farming system,H3,2009,Meher_2009,1234,3,1,0.25,Owned,Man,45,Wheat_br,6401,4902.93,747,212,Galama,8479.19,9,Deep,Flat,No,No,No,4,Four,Medium,41.3,20.0744,No,No,Cereal,1.2,32,1,One,No,No,No,1.8
ARSI,ARSI,6. Highland mixed farming system,H3,2009,Meher_2009,1234,2,1,0.25,Owned,Man,35,Wheat_br,6401,4902.93,747,212,Kubsa,8479.19,9,Deep,Medium,No,No,No,4,Four,Medium,41.3,20.0744,No,No,Cereal,1.2,36,1,One,No,No,No,0.8
EAST  SHOA,E SHOA,1. Maize mixed farming system,SM2,2009,Meher_2009,1268,3,1,0.5,Rented-in,Both,30,Wheat_br,6401,7145.65,766,406,Pavon-76,4796.54,12,Deep,Flat,No,No,No,4,Four,Poor,10.8,12.04464,No,No,Cereal,0.36,2,1,One,No,No,No,0.8
ARSI,ARSI,6. Highland mixed farming system,H2,2009,Meher_2009,36,3,1,0.75,Owned,Both,10,Wheat_br,6401,5151,709,,Enkoy,7343.13,9,Medium,Medium,No,No,No,5,>Five,Poor,27.53333333,13.38293333,No,Yes,Other,0.4,0,0,None,No,No,No,1.2
ARSI,ARSI,6. Highland mixed farming system,H2,2009,Meher_2009,38,4,1,0.5,Owned,Both,10,Wheat_br,6401,5151,709,224,unknown,7343.13,9,Deep,Flat,No,Yes,Yes,4,Four,Poor,20.65,10.0372,No,No,Cereal,0.5,25.6,1,One,No,No,No,1.2
ARSI,ARSI,6. Highland mixed farming system,H2,2009,Meher_2009,38,3,1,0.5,Owned,Both,10,Wheat_br,6401,5151,709,224,unknown,7343.13,9,Deep,Flat,No,Yes,Yes,4,Four,Poor,20.65,10.0372,No,No,Cereal,0.5,25.6,1,One,No,No,No,2.4
ARSI,ARSI,6. Highland mixed farming system,H2,2009,Meher_2009,47,3,1,0.25,Owned,Both,3,Wheat_br,6401,5151,709,,Landrace,7343.13,9,Shallow,Flat,No,No,No,6,>Five,Poor,32.66,10.438688,No,Yes,Cereal,0.36,0.4,1,One,No,No,No,0.8
ARSI,ARSI,6. Highland mixed farming system,H2,2009,Meher_2009,49,3,1,0.5,Owned,Both,10,Wheat_br,6401,5151,709,,Landrace,7343.13,9,Medium,Medium,No,No,No,6,>Five,Poor,41.3,20.0744,No,No,Cereal,0.54,3.6,1,One,No,No,No,1.4
ARSI,ARSI,6. Highland mixed farming system,H2,2009,Meher_2009,49,5,1,0.5,Owned,Both,15,Wheat_br,6401,5151,709,,Landrace,7343.13,9,Shallow,Medium,No,No,No,6,>Five,Poor,41.3,20.0744,No,No,Cereal,0.54,4,1,One,No,No,No,1.4
WEST ARSI,W ARSI,1. Maize mixed farming system,SM2,2009,Meher_2009,211,2,1,0.5,Rented-in,Man,15,Wheat_br,6401,6113.89,883,244,unknown,5824.19,9,Shallow,Medium,Yes,No,No,7,>Five,Poor,32.3,10.0372,No,No,Cereal,0.36,1.5,2,Two,No,No,No,1.2
ARSI,ARSI,6. Highland mixed farming system,M2,2009,Meher_2009,549,6,1,0.25,Rented-in,Man,5,Wheat_br,6401,4213.81,862,,MadaWolabu,8413.23,10,Medium,Medium,No,No,No,6,>Five,Poor,37.7,16.05952,No,No,Cereal,1.6,0,0,None,Yes,No,No,1.6
ARSI,ARSI,6. Highland mixed farming system,M2,2009,Meher_2009,558,4,1,0.375,Rented-in,Both,10,Wheat_br,6401,4213.81,862,,Digalu,8413.23,10,Deep,Flat,No,No,No,5,>Five,Poor,29.93333333,16.05952,No,Yes,Other,1.066666667,0,0,None,No,No,No,2.133333333
ARSI,ARSI,6. Highland mixed farming system,H3,2009,Meher_2009,1239,3,5,0.25,Owned,Both,10,Wheat_br,6401,4902.93,747,196,MadaWolabu,8479.19,9,Shallow,Flat,Yes,No,Yes,4,Four,Poor,41.3,20.0744,No,No,Cereal,0.72,0,0,None,No,No,No,1.2
WEST ARSI,W ARSI,1. Maize mixed farming system,SM2,2009,Meher_2009,1279,6,1,0.25,Rented-in,Both,25,Wheat_br,6401,6055.56,887,408,Simba,5738.74,8,Deep,Steep,No,No,No,7,>Five,Poor,82.6,40.1488,No,Yes,Cereal,0.6,0,0,None,No,No,No,3.2
EAST  SHOA,E SHOA,1. Maize mixed farming system,SM2,2009,Meher_2009,1847,5,1,0.5,Owned,Both,20,Wheat_br,6401,7014.73,753,200,Kubsa,5061.36,9,Deep,Medium,No,No,Yes,5,>Five,Good,18,20.0744,No,No,Other,0.32,12,1,One,No,No,No,2
EAST  SHOA,E SHOA,1. Maize mixed farming system,SM2,2009,Meher_2009,1850,2,2,0.375,Owned,Both,5,Wheat_br,6401,7014.73,753,266.6666667,Pavon-76,5061.36,9,Deep,Flat,No,No,No,5,>Five,Good,12,13.38293333,No,No,Other,0.666666667,0,0,None,No,No,No,2.4
EAST  SHOA,E SHOA,1. Maize mixed farming system,SM2,2009,Meher_2009,1851,7,1,2,Owned,Both,5,Wheat_br,6401,7014.73,753,200,Dashen,5061.36,9,Deep,Medium,No,Yes,No,5,>Five,Good,9,10.0372,No,No,Cereal,0.42,0,0,None,No,No,No,0.75
EAST  SHOA,E SHOA,1. Maize mixed farming system,SM2,2009,Meher_2009,1859,5,1,1,Owned,Both,60,Wheat_br,6401,7014.73,753,160,Dashen,5061.36,9,Deep,Flat,No,No,No,4,Four,Good,32.3,10.0372,No,No,Cereal,0.33,0,0,None,No,No,No,2
ARSI,ARSI,6. Highland mixed farming system,H2,2009,Meher_2009,33,4,1,0.25,Rented-in,Both,90,Wheat_br,6401,5151,709,,Landrace,7343.13,9,Deep,Flat,No,No,No,6,>Five,Good,84.76,42.557728,No,No,Cereal,1.6,0,0,None,No,No,No,2.8
ARSI,ARSI,6. Highland mixed farming system,H2,2009,Meher_2009,34,4,1,0.5,Rented-in,Both,5,Wheat_br,6401,5151,709,,Enkoy,7343.13,9,Deep,Flat,No,No,No,4,Four,Good,41.3,20.0744,No,No,Cereal,0.8,0,0,None,No,No,No,2.4
ARSI,ARSI,6. Highland mixed farming system,H2,2009,Meher_2009,35,4,1,0.5,Owned,Both,5,Wheat_br,6401,5151,709,,Galama,7343.13,9,Deep,Flat,No,No,No,5,>Five,Good,41.3,20.0744,Yes,Yes,Legume,0.4,15,1,One,Yes,Yes,No,2
ARSI,ARSI,6. Highland mixed farming system,H2,2009,Meher_2009,35,5,1,0.25,Rented-in,Both,15,Wheat_br,6401,5151,709,,Landrace,7343.13,9,Deep,Flat,No,No,No,5,>Five,Good,82.6,40.1488,No,Yes,Cereal,0.8,0,0,None,No,No,No,2.4
ARSI,ARSI,6. Highland mixed farming system,H2,2009,Meher_2009,37,2,2,0.125,Owned,Both,5,Wheat_br,6401,5151,709,136,Enkoy,7343.13,9,Deep,Flat,No,No,No,5,>Five,Good,7.2,8.02976,No,No,Cereal,0.64,0.48,1,One,No,No,No,1.6
ARSI,ARSI,6. Highland mixed farming system,H2,2009,Meher_2009,37,2,3,0.5,Owned,Both,5,Wheat_br,6401,5151,709,208,Landrace,7343.13,9,Deep,Flat,No,No,No,5,>Five,Good,41.3,20.0744,No,No,Cereal,0.5,4.5,2,Two,No,No,No,3
ARSI,ARSI,6. Highland mixed farming system,H2,2009,Meher_2009,37,2,4,0.75,Owned,Both,5,Wheat_br,6401,5151,709,136,Tusie,7343.13,9,Deep,Flat,No,No,No,5,>Five,Good,27.53333333,13.38293333,No,No,Cereal,0.333333333,3.333333333,2,Two,No,No,No,2.666666667
ARSI,ARSI,6. Highland mixed farming system,H2,2009,Meher_2009,41,1,3,0.25,Owned,Both,1,Wheat_br,6401,5151,709,,Landrace,7343.13,9,Deep,Flat,No,No,No,5,>Five,Good,68.2,24.08928,Yes,Yes,Cereal,1.2,0,0,None,No,No,No,2.8
ARSI,ARSI,6. Highland mixed farming system,H2,2009,Meher_2009,42,3,1,0.5,Owned,Both,5,Wheat_br,6401,5151,709,220,Enkoy,7343.13,9,Deep,Steep,No,No,No,6,>Five,Good,39.5,18.06696,No,No,Cereal,0.5,0.5,1,One,No,No,No,2
ARSI,ARSI,6. Highland mixed farming system,H2,2009,Meher_2009,43,2,1,0.6875,Owned,Both,20,Wheat_br,6401,5151,709,181.8181818,Landrace,7343.13,9,Deep,Flat,No,No,No,6,>Five,Good,30.03636364,14.59956364,Yes,No,Cereal,0.48,2.909090909,2,Two,Yes,No,No,1.309090909
ARSI,ARSI,6. Highland mixed farming system,H2,2009,Meher_2009,44,5,1,0.25,Rented-in,Both,10,Wheat_br,6401,5151,709,220,Landrace,7343.13,9,Medium,Medium,No,No,No,5,>Five,Good,41.3,20.0744,No,No,Cereal,0.36,8,1,One,No,No,No,2
ARSI,ARSI,6. Highland mixed farming system,H2,2009,Meher_2009,44,2,1,0.25,Owned,Both,1,Wheat_br,6401,5151,709,220,Landrace,7343.13,9,Deep,Flat,No,No,No,5,>Five,Good,41.3,20.0744,No,No,Cereal,0.36,8,1,One,No,No,No,2.4
ARSI,ARSI,6. Highland mixed farming system,H2,2009,Meher_2009,44,4,1,0.25,Owned,Both,10,Wheat_br,6401,5151,709,220,Landrace,7343.13,9,Medium,Flat,No,No,No,5,>Five,Good,41.3,20.0744,No,No,Legume,0.36,8,1,One,No,No,No,1.6
ARSI,ARSI,6. Highland mixed farming system,H2,2009,Meher_2009,45,3,1,0.5,Rented-in,Both,25,Wheat_br,6401,5151,709,160,Landrace,7343.13,9,Deep,Medium,No,No,No,5,>Five,Good,20.65,10.0372,No,No,Cereal,0.36,4,1,One,No,No,No,1.4
ARSI,ARSI,6. Highland mixed farming system,H2,2009,Meher_2009,45,4,1,0.5,Owned,Both,30,Wheat_br,6401,5151,709,156,Enkoy,7343.13,9,Deep,Medium,No,No,No,5,>Five,Good,20.65,10.0372,No,No,Cereal,0.36,4,1,One,No,No,No,1.2
ARSI,ARSI,6. Highland mixed farming system,H2,2009,Meher_2009,46,4,1,0.5,Owned,Both,30,Wheat_br,6401,5151,709,,Landrace,7343.13,9,Deep,Flat,No,No,No,6,>Five,Good,37.7,16.05952,No,No,Legume,0.36,19,1,One,No,No,No,4
ARSI,ARSI,6. Highland mixed farming system,M2,2009,Meher_2009,131,2,1,0.5,Owned,Both,2,Wheat_br,6401,5162.12,869,310,Tusie,7816.4,10,Deep,Flat,No,Yes,No,7,>Five,Good,20.65,10.0372,Yes,No,Cereal,1,6.5,2,Two,No,No,No,1.98
ARSI,ARSI,6. Highland mixed farming system,M2,2009,Meher_2009,132,5,1,0.5,Rented-in,Both,30,Wheat_br,6401,5162.12,869,330,Wabe,7816.4,10,Deep,Medium,No,No,No,6,>Five,Good,39.5,18.06696,No,No,Cereal,0.66,0.5,1,One,No,No,No,4.4
ARSI,ARSI,6. Highland mixed farming system,M2,2009,Meher_2009,133,1,2,0.75,Owned,Both,5,Wheat_br,6401,5162.12,869,,Digalu,7816.4,10,Deep,Flat,No,No,No,6,>Five,Good,41.3,20.0744,No,No,Cereal,0.533333333,0,0,None,No,No,No,1.066666667
ARSI,ARSI,6. Highland mixed farming system,M2,2009,Meher_2009,134,6,1,1,Rented-in,Both,5,Wheat_br,6401,5162.12,869,,Galama,7816.4,10,Deep,Flat,No,No,No,7,>Five,Good,41.3,20.0744,No,No,Other,0.5,0,0,None,No,No,No,2.5
ARSI,ARSI,6. Highland mixed farming system,M2,2009,Meher_2009,135,4,1,0.5,Owned,Both,15,Wheat_br,6401,5162.12,869,,MadaWolabu,7816.4,10,Deep,Flat,No,No,No,6,>Five,Good,41.3,20.0744,No,Yes,Cereal,0.6,0,0,None,No,No,No,3
ARSI,ARSI,6. Highland mixed farming system,M2,2009,Meher_2009,136,2,2,0.25,Rented-in,Both,3,Wheat_br,6401,5162.12,869,,Tusie,7816.4,10,Deep,Medium,No,No,No,6,>Five,Good,41.3,20.0744,No,Yes,Cereal,0.8,12,1,One,No,No,No,2.4
ARSI,ARSI,6. Highland mixed farming system,M2,2009,Meher_2009,136,4,1,0.375,Rented-in,Both,60,Wheat_br,6401,5162.12,869,,Kubsa,7816.4,10,Deep,Flat,No,No,No,13,>Five,Good,55.06666667,26.76586667,No,Yes,Other,0.666666667,26.66666667,4,Three+,No,No,No,2.4
ARSI,ARSI,6. Highland mixed farming system,M2,2009,Meher_2009,137,4,1,0.75,Rented-in,Both,15,Wheat_br,6401,5162.12,869,,Landrace,7816.4,10,Deep,Medium,No,No,No,5,>Five,Good,13.76666667,6.691466667,No,Yes,Cereal,0.4,9.333333333,1,One,No,No,No,1.333333333
ARSI,ARSI,6. Highland mixed farming system,M2,2009,Meher_2009,137,3,1,0.5,Owned,Both,15,Wheat_br,6401,5162.12,869,,Tusie,7816.4,10,Deep,Medium,No,No,No,5,>Five,Good,20.65,10.0372,No,Yes,Cereal,0.4,10,1,One,No,No,No,1.6
ARSI,ARSI,6. Highland mixed farming system,M2,2009,Meher_2009,138,3,1,0.25,Owned,Both,15,Wheat_br,6401,5162.12,869,,Hawi,7816.4,10,Deep,Medium,No,No,No,4,Four,Good,32.3,10.0372,No,Yes,Cereal,0.4,0,0,None,No,No,No,1.8
ARSI,ARSI,6. Highland mixed farming system,M2,2009,Meher_2009,138,4,1,0.25,Rented-in,Both,120,Wheat_br,6401,5162.12,869,,Hawi,7816.4,10,Deep,Medium,No,No,No,4,Four,Good,9,10.0372,No,Yes,Cereal,0.4,0,0,None,No,No,No,2
ARSI,ARSI,6. Highland mixed farming system,M2,2009,Meher_2009,138,3,2,0.25,Owned,Both,15,Wheat_br,6401,5162.12,869,,Tusie,7816.4,10,Deep,Medium,No,No,No,4,Four,Good,32.3,10.0372,No,Yes,Cereal,0.4,0,0,None,No,No,No,2
ARSI,ARSI,6. Highland mixed farming system,M2,2009,Meher_2009,140,3,1,0.375,Rented-in,Both,10,Wheat_br,6401,5162.12,869,,Tusie,7816.4,10,Shallow,Medium,No,No,Yes,6,>Five,Good,50.26666667,21.41269333,No,No,Cereal,0.48,26.4,1,One,Yes,No,No,1.333333333
ARSI,ARSI,6. Highland mixed farming system,M2,2009,Meher_2009,142,5,1,0.5,Rented-in,Both,40,Wheat_br,6401,5162.12,869,,Tusie,7816.4,10,Medium,Medium,No,No,No,6,>Five,Good,36.8,15.0558,No,No,Other,0.72,0,0,None,No,No,No,2
ARSI,ARSI,6. Highland mixed farming system,M2,2009,Meher_2009,142,4,1,0.5,Owned,Both,30,Wheat_br,6401,5162.12,869,,Kubsa,7816.4,10,Deep,Flat,No,No,No,4,Four,Good,41.3,20.0744,No,No,Other,0.72,24.8,1,One,No,Yes,No,2
WEST ARSI,W ARSI,1. Maize mixed farming system,SM2,2009,Meher_2009,215,2,1,0.5,Owned,Both,60,Wheat_br,6401,6472.14,883,,Kubsa,5824.19,8,Deep,Medium,No,No,Yes,6,>Five,Good,64.6,20.0744,No,No,Cereal,0.32,0,0,None,No,No,No,2
WEST ARSI,W ARSI,1. Maize mixed farming system,SM2,2009,Meher_2009,218,3,1,0.5,Owned,Both,6,Wheat_br,6401,6472.14,883,348,Kubsa,5824.19,8,Deep,Flat,No,No,No,5,>Five,Good,64.6,20.0744,Yes,Yes,Cereal,0,0,0,None,No,No,No,2
WEST ARSI,W ARSI,6. Highland mixed farming system,SM2,2009,Meher_2009,220,2,1,0.5,Rented-in,Both,60,Wheat_br,6401,5392.72,823,,Kubsa,7432.33,9,Deep,Flat,No,No,Yes,7,>Five,Good,41.3,20.0744,No,No,Cereal,0.24,0,0,None,No,No,No,2.4
WEST ARSI,W ARSI,6. Highland mixed farming system,SM2,2009,Meher_2009,220,3,1,0.5,Rented-in,Both,90,Wheat_br,6401,5392.72,823,,Kubsa,7432.33,9,Medium,Flat,No,No,Yes,7,>Five,Good,41.3,20.0744,No,No,Cereal,0.24,0,0,None,No,No,No,2.4
WEST ARSI,W ARSI,1. Maize mixed farming system,SM2,2009,Meher_2009,222,1,1,0.125,Owned,Both,10,Wheat_br,6401,6472.14,883,256,Galama,5824.19,8,Deep,Flat,No,No,No,5,>Five,Good,129.2,40.1488,No,Yes,Cereal,6.4,0,0,None,No,No,No,4.8
WEST ARSI,W ARSI,1. Maize mixed farming system,SM2,2009,Meher_2009,222,1,1,0.25,Owned,Both,10,Wheat_br,6401,6472.14,883,120,Hawi,5824.19,8,Deep,Flat,No,No,No,5,>Five,Good,64.6,20.0744,No,Yes,Cereal,3.2,0,0,None,No,No,No,3.2
WEST ARSI,W ARSI,1. Maize mixed farming system,SM2,2009,Meher_2009,222,1,1,0.125,Owned,Both,10,Wheat_br,6401,6472.14,883,256,Tusie,5824.19,8,Deep,Flat,No,No,No,5,>Five,Good,129.2,40.1488,No,Yes,Cereal,6.4,0,0,None,No,No,No,5.6
WEST ARSI,W ARSI,1. Maize mixed farming system,SM2,2009,Meher_2009,228,6,1,1,Rented-in,Both,30,Wheat_br,6401,6472.14,883,208,Kubsa,5824.19,8,Deep,Flat,No,No,No,7,>Five,Good,41.3,20.0744,No,No,Cereal,1,20,1,One,No,No,No,2
WEST ARSI,W ARSI,1. Maize mixed farming system,SM2,2009,Meher_2009,228,5,1,1,Rented-in,Both,30,Wheat_br,6401,6472.14,883,208,Kubsa,5824.19,8,Deep,Flat,No,No,No,7,>Five,Good,41.3,20.0744,No,No,Cereal,1,20,1,One,No,No,No,2.2
ARSI,ARSI,6. Highland mixed farming system,M2,2009,Meher_2009,543,3,1,1,Owned,Both,5,Wheat_br,6401,4213.81,862,,Enkoy,8413.23,10,Deep,Medium,No,No,Yes,7,>Five,Good,47.125,20.0744,No,No,Cereal,0.25,0,0,None,No,No,No,1.2
ARSI,ARSI,6. Highland mixed farming system,M2,2009,Meher_2009,543,5,1,0.75,Owned,Both,15,Wheat_br,6401,4213.81,862,,Galama,8413.23,10,Deep,Medium,No,No,Yes,7,>Five,Good,49.06666667,20.0744,No,No,Cereal,0.333333333,0,0,None,No,No,No,4
ARSI,ARSI,6. Highland mixed farming system,M2,2009,Meher_2009,544,4,1,0.25,Owned,Both,30,Wheat_br,6401,4213.81,862,,Tusie,8413.23,10,Deep,Medium,No,No,Yes,5,>Five,Good,36.26,14.453568,No,No,Other,0.24,0,0,None,No,No,No,2.4
ARSI,ARSI,6. Highland mixed farming system,M2,2009,Meher_2009,544,3,1,0.5,Owned,Both,30,Wheat_br,6401,4213.81,862,,MadaWolabu,8413.23,10,Deep,Medium,No,No,Yes,5,>Five,Good,35.9,14.05208,No,No,Cereal,0.24,0,0,None,No,No,No,1.3
ARSI,ARSI,6. Highland mixed farming system,M2,2009,Meher_2009,545,2,1,0.25,Rented-in,Both,20,Wheat_br,6401,4213.81,862,228,Galama,8413.23,10,Deep,Flat,No,No,No,7,>Five,Good,7.2,8.02976,No,No,Cereal,1.32,0.64,1,One,No,No,No,2.4
ARSI,ARSI,6. Highland mixed farming system,M2,2009,Meher_2009,545,2,2,0.25,Rented-in,Both,20,Wheat_br,6401,4213.81,862,228,Tusie,8413.23,10,Deep,Flat,No,No,No,7,>Five,Good,142.62,81.100576,No,No,Cereal,1.32,0.64,1,One,No,No,No,2.4
ARSI,ARSI,6. Highland mixed farming system,M2,2009,Meher_2009,545,3,1,0.25,Owned,Both,25,Wheat_br,6401,4213.81,862,,Digalu,8413.23,10,Deep,Flat,No,No,No,7,>Five,Good,7.2,8.02976,No,No,Legume,0.64,0.52,1,One,No,No,No,2.6
ARSI,ARSI,6. Highland mixed farming system,M2,2009,Meher_2009,547,1,1,0.375,Owned,Both,5,Wheat_br,6401,4213.81,862,200,Tusie,8413.23,10,Deep,Flat,No,No,No,4,Four,Good,27.53333333,13.38293333,No,No,Other,0.666666667,0.346666667,1,One,No,No,No,2.666666667
ARSI,ARSI,6. Highland mixed farming system,M2,2009,Meher_2009,548,6,1,0.5,Owned,Both,15,Wheat_br,6401,4213.81,862,204,Tusie,8413.23,10,Deep,Flat,No,No,No,8,>Five,Good,41.3,20.0744,No,No,Other,0.6,1,1,One,No,No,No,4.8
ARSI,ARSI,6. Highland mixed farming system,M2,2009,Meher_2009,549,3,1,0.25,Owned,Man,6,Wheat_br,6401,4213.81,862,,Digalu,8413.23,10,Deep,Medium,No,No,No,6,>Five,Good,41.3,20.0744,No,No,Cereal,1.6,0,0,None,Yes,No,No,2
ARSI,ARSI,6. Highland mixed farming system,M2,2009,Meher_2009,550,3,1,0.25,Owned,Woman,4,Wheat_br,6401,4213.81,862,,MadaWolabu,8413.23,10,Deep,Flat,No,No,No,5,>Five,Good,7.2,8.02976,Yes,No,Legume,0.8,0,0,None,No,No,No,2.8
ARSI,ARSI,6. Highland mixed farming system,M2,2009,Meher_2009,550,2,1,0.25,Owned,Woman,4,Wheat_br,6401,4213.81,862,,Digalu,8413.23,10,Deep,Flat,No,No,No,5,>Five,Good,7.2,8.02976,Yes,No,Legume,0.8,0,0,None,No,No,No,3.2
ARSI,ARSI,6. Highland mixed farming system,M2,2009,Meher_2009,551,4,1,0.25,Owned,Both,15,Wheat_br,6401,4213.81,862,204,Digalu,8413.23,10,Deep,Medium,No,No,Yes,6,>Five,Good,41.3,20.0744,No,No,Cereal,0.48,4,2,Two,Yes,No,No,3.2
ARSI,ARSI,6. Highland mixed farming system,M2,2009,Meher_2009,551,5,1,0.25,Rented-in,Both,15,Wheat_br,6401,4213.81,862,208,MadaWolabu,8413.23,10,Deep,Medium,No,No,Yes,6,>Five,Good,41.3,20.0744,No,No,Cereal,0.48,4,2,Two,Yes,Yes,No,1.2
ARSI,ARSI,6. Highland mixed farming system,M2,2009,Meher_2009,552,1,2,0.75,Owned,Both,2,Wheat_br,6401,4213.81,862,204,MadaWolabu,8413.23,10,Deep,Flat,No,No,No,4,Four,Good,25.13333333,10.70634667,No,No,Cereal,0.666666667,5.333333333,2,Two,No,No,No,2.8
ARSI,ARSI,6. Highland mixed farming system,M2,2009,Meher_2009,552,1,1,0.5,Owned,Both,2,Wheat_br,6401,4213.81,862,204,Digalu,8413.23,10,Deep,Flat,No,No,No,4,Four,Good,22.45,12.04464,No,No,Legume,0.7,6,2,Two,No,No,No,3
ARSI,ARSI,6. Highland mixed farming system,M2,2009,Meher_2009,553,1,1,0.5,Owned,Both,5,Wheat_br,6401,4213.81,862,204,Galama,8413.23,10,Deep,Flat,No,No,No,5,>Five,Good,41.3,20.0744,No,No,Cereal,0.72,2,2,Two,No,No,No,1.6
ARSI,ARSI,6. Highland mixed farming system,M2,2009,Meher_2009,553,2,1,0.25,Owned,Both,5,Wheat_br,6401,4213.81,862,208,Digalu,8413.23,10,Deep,Flat,No,No,No,5,>Five,Good,41.3,20.0744,No,No,Legume,0.72,4,2,Two,No,No,No,2.4
ARSI,ARSI,6. Highland mixed farming system,M2,2009,Meher_2009,557,2,1,0.25,Owned,Woman,10,Wheat_br,6401,4213.81,862,204,Wabe,8413.23,10,Deep,Flat,No,No,No,6,>Five,Good,34.1,12.04464,No,No,Cereal,0.8,8,2,Two,Yes,No,No,3.2
ARSI,ARSI,6. Highland mixed farming system,M2,2009,Meher_2009,557,3,1,0.5,Owned,Woman,30,Wheat_br,6401,4213.81,862,106,Digalu,8413.23,10,Deep,Steep,Yes,No,Yes,6,>Five,Good,17.05,6.02232,No,No,Cereal,0.4,4,2,Two,Yes,No,No,1.2
ARSI,ARSI,6. Highland mixed farming system,M2,2009,Meher_2009,560,4,5,0.25,Owned,Both,15,Wheat_br,6401,4213.81,862,,Tusie,8413.23,10,Deep,Medium,No,No,No,4,Four,Good,44.9,24.08928,No,No,Cereal,1.6,0,0,None,Yes,No,No,1.6
ARSI,ARSI,6. Highland mixed farming system,M2,2009,Meher_2009,560,5,1,0.25,Owned,Both,30,Wheat_br,6401,4213.81,862,,Tusie,8413.23,10,Deep,Flat,No,No,Yes,4,Four,Good,44.9,24.08928,No,No,Cereal,1.6,0,0,None,No,No,No,1.2
ARSI,ARSI,6. Highland mixed farming system,M2,2009,Meher_2009,560,7,1,0.125,Owned,Both,30,Wheat_br,6401,4213.81,862,,Millennium,8413.23,10,Deep,Medium,No,No,No,4,Four,Good,68.2,24.08928,No,No,Other,0,0,0,None,No,No,No,1.2
ARSI,ARSI,6. Highland mixed farming system,M2,2009,Meher_2009,560,4,4,0.25,Owned,Both,15,Wheat_br,6401,4213.81,862,,Galama,8413.23,10,Deep,Medium,No,No,No,4,Four,Good,44.9,24.08928,No,No,Legume,1.6,0,0,None,Yes,No,No,1.6
ARSI,ARSI,1. Maize mixed farming system,SM2,2009,Meher_2009,871,5,1,0.75,Owned,Both,6,Wheat_br,6401,6041.03,908,,Digalu,7663.37,8,Deep,Medium,No,No,Yes,4,Four,Good,14.96666667,8.02976,No,No,Cereal,0.44,0,0,None,No,No,No,0.933333333
ARSI,ARSI,1. Maize mixed farming system,SM2,2009,Meher_2009,871,4,1,1,Owned,Both,5,Wheat_br,6401,6041.03,908,,Digalu,7663.37,8,Deep,Flat,No,No,Yes,4,Four,Good,20.65,10.0372,No,No,Cereal,0.5,0,0,None,No,No,No,2.7
ARSI,ARSI,1. Maize mixed farming system,SM2,2009,Meher_2009,872,5,1,0.75,Owned,Both,15,Wheat_br,6401,6041.03,908,,Hawi,7663.37,8,Deep,Flat,No,No,Yes,4,Four,Good,49.06666667,20.0744,No,No,Cereal,0.333333333,0,0,None,Yes,No,No,2
ARSI,ARSI,1. Maize mixed farming system,SM2,2009,Meher_2009,872,4,1,1,Owned,Both,10,Wheat_br,6401,6041.03,908,,Digalu,7663.37,8,Deep,Flat,No,No,Yes,4,Four,Good,41.3,20.0744,No,No,Cereal,0.25,0,0,None,Yes,No,No,3
ARSI,ARSI,1. Maize mixed farming system,SM2,2009,Meher_2009,872,7,1,0.5,Owned,Both,30,Wheat_br,6401,6041.03,908,,Tusie,7663.37,8,Deep,Flat,No,No,Yes,4,Four,Good,41.3,20.0744,No,No,Cereal,0.24,0,0,None,Yes,No,No,2.8
ARSI,ARSI,1. Maize mixed farming system,SM2,2009,Meher_2009,872,3,1,1,Owned,Both,10,Wheat_br,6401,6041.03,908,,Tusie,7663.37,8,Deep,Flat,No,No,Yes,4,Four,Good,41.3,20.0744,No,No,Cereal,0.25,0,0,None,Yes,No,No,2.8
ARSI,ARSI,1. Maize mixed farming system,SM2,2009,Meher_2009,872,6,1,1.25,Owned,Both,30,Wheat_br,6401,6041.03,908,,Tusie,7663.37,8,Deep,Flat,No,No,Yes,4,Four,Good,45.96,20.0744,No,No,Cereal,0.304,0,0,None,Yes,No,No,2.4
ARSI,ARSI,1. Maize mixed farming system,SM2,2009,Meher_2009,873,4,2,0.5,Owned,Both,30,Wheat_br,6401,6041.03,908,,Tusie,7663.37,8,Deep,Flat,No,No,Yes,5,>Five,Good,1.8,2.00744,No,No,Cereal,0.12,0,0,None,Yes,No,No,1.8
